age,sex,race,childs,marital,happy,wwwhr
Ages 50 - 59,Male,Black,4,Never married,Not too happy,9
Ages 30 - 39,Male,White,1,Separated,Pretty happy,10
Ages 50 - 59,Male,White,2,Divorced,Very happy,NA
Ages 21 - 29,Female,White,0,Never married,Pretty happy,1
Ages 60 - 69,Female,White,0,Never married,Not too happy,NA
Ages 30 - 39,Male,White,2,Married,Very happy,5
Ages 40 - 49,Male,White,2,Married,Pretty happy,10
Ages 50 - 59,Female,White,4,Married,Pretty happy,5
Ages 70 - 79,Male,White,2,Widowed,Pretty happy,NA
Ages 50 - 59,Female,White,2,Divorced,Pretty happy,10
Ages 50 - 59,Female,Other,3,Married,Very happy,NA
Ages 40 - 49,Female,White,2,Divorced,Pretty happy,15
Ages 30 - 39,Male,White,0,Never married,Pretty happy,80
Ages 40 - 49,Female,White,2,Married,Very happy,NA
Ages 80 - 88,Male,White,1,Married,Pretty happy,NA
Ages 50 - 59,Female,White,3,Divorced,Pretty happy,2
Ages 50 - 59,Female,White,3,Married,Very happy,7
Ages 50 - 59,Female,White,3,Divorced,Pretty happy,NA
Ages 60 - 69,Female,White,3,Divorced,Very happy,NA
Ages 60 - 69,Male,White,1,Married,Very happy,15
Ages 18 - 20,Female,White,0,Never married,Pretty happy,50
Ages 30 - 39,Female,White,0,Married,Pretty happy,NA
Ages 30 - 39,Male,White,2,Divorced,Not too happy,40
Ages 60 - 69,Male,White,0,Never married,Pretty happy,NA
Ages 60 - 69,Male,Other,2,Married,Pretty happy,1
Ages 30 - 39,Female,White,2,Married,Very happy,35
Ages 50 - 59,Female,White,2,Divorced,Not too happy,NA
Ages 70 - 79,Female,White,0,Never married,Pretty happy,3
Ages 21 - 29,Male,White,0,Never married,Pretty happy,NA
Ages 50 - 59,Female,Black,6,Divorced,Very happy,0
Ages 30 - 39,Female,White,3,Married,Pretty happy,30
Ages 21 - 29,Female,Black,3,Married,Very happy,0
Ages 30 - 39,Female,White,1,Never married,Very happy,NA
Ages 60 - 69,Male,Black,5,Married,Very happy,NA
Ages 40 - 49,Female,White,3,Divorced,Not too happy,10
Ages 30 - 39,Female,Black,1,Never married,Pretty happy,5
Ages 21 - 29,Female,White,0,Never married,Pretty happy,40
Ages 60 - 69,Female,White,0,Widowed,Pretty happy,15
Ages 30 - 39,Female,White,3,Married,NA,NA
Ages 40 - 49,Male,Other,3,Divorced,Pretty happy,NA
Ages 18 - 20,Female,White,0,Never married,Pretty happy,30
Ages 60 - 69,Female,White,3,Married,Pretty happy,NA
Ages 40 - 49,Male,White,2,Married,Very happy,NA
Ages 40 - 49,Female,White,2,Married,Pretty happy,NA
Ages 50 - 59,Male,Other,0,Never married,Very happy,NA
Ages 21 - 29,Male,Other,3,Never married,Pretty happy,0
Ages 60 - 69,Male,White,0,Married,Pretty happy,NA
Ages 18 - 20,Male,White,0,Never married,Pretty happy,30
Ages 50 - 59,Female,White,3,Married,Very happy,NA
Ages 60 - 69,Female,Other,2,Divorced,Very happy,0
Ages 40 - 49,Female,White,1,Married,Pretty happy,15
Ages 30 - 39,Male,Other,1,Married,Very happy,3
Ages 21 - 29,Male,Other,3,Separated,Not too happy,NA
Ages 30 - 39,Female,White,0,Never married,Pretty happy,2
Ages 30 - 39,Male,Other,3,Never married,Very happy,0
Ages 50 - 59,Male,White,8+,Married,Not too happy,2
Ages 21 - 29,Female,White,0,Never married,Very happy,36
Ages 21 - 29,Male,White,0,Never married,Pretty happy,NA
Ages 18 - 20,Male,Black,0,Never married,Not too happy,6
Ages 40 - 49,Male,White,2,Never married,Very happy,NA
Ages 60 - 69,Female,Black,5,Married,Very happy,NA
Ages 30 - 39,Male,Other,4,Married,Very happy,NA
Ages 30 - 39,Female,Other,3,Married,Very happy,2
Ages 30 - 39,Female,White,3,Married,Pretty happy,20
Ages 30 - 39,Female,White,4,Never married,Pretty happy,NA
Ages 60 - 69,Male,White,2,Divorced,Very happy,14
Ages 60 - 69,Female,Black,7,Divorced,Pretty happy,0
Ages 30 - 39,Male,Other,2,Never married,Very happy,2
Ages 50 - 59,Female,White,NA,Divorced,Not too happy,0
Ages 80 - 88,Female,Other,0,Widowed,Very happy,NA
Ages 30 - 39,Female,White,2,Never married,Very happy,3
Ages 50 - 59,Male,White,2,Divorced,Not too happy,2
Ages 21 - 29,Female,White,1,Divorced,Very happy,40
Ages 60 - 69,Male,White,1,Married,Pretty happy,NA
Ages 30 - 39,Female,Other,2,Never married,Pretty happy,5
Ages 60 - 69,Male,White,4,Separated,Very happy,NA
Ages 50 - 59,Female,White,4,Separated,Pretty happy,7
Ages 60 - 69,Male,White,4,Married,Very happy,0
Ages 50 - 59,Female,White,3,Married,Pretty happy,3
Ages 30 - 39,Female,White,2,Married,Pretty happy,NA
Ages 60 - 69,Male,White,4,Separated,Not too happy,NA
Ages 18 - 20,Male,White,0,Never married,Not too happy,24
Ages 60 - 69,Female,White,6,Widowed,Pretty happy,8
Ages 40 - 49,Male,White,1,Married,Very happy,NA
Ages 50 - 59,Female,White,0,Divorced,Pretty happy,NA
Ages 50 - 59,Female,White,2,Divorced,Pretty happy,7
Ages 60 - 69,Female,White,1,Never married,Very happy,0
Ages 60 - 69,Female,White,2,Widowed,Pretty happy,NA
Ages 21 - 29,Female,White,0,Never married,Very happy,20
Ages 60 - 69,Female,Other,0,Widowed,Very happy,NA
Ages 30 - 39,Female,White,2,Married,Very happy,0
Ages 60 - 69,Male,White,0,Married,Pretty happy,2
Ages 80 - 88,Female,White,3,Widowed,Pretty happy,4
Ages 18 - 20,Female,White,0,Never married,Pretty happy,10
Ages 21 - 29,Female,White,0,Never married,Pretty happy,10
Ages 21 - 29,Female,White,0,Never married,Very happy,14
Ages 30 - 39,Female,White,2,Married,Very happy,NA
Ages 50 - 59,Male,White,3,Married,Pretty happy,2
Ages 40 - 49,Female,White,1,Married,Not too happy,NA
Ages 60 - 69,Female,White,0,Married,Very happy,5
Ages 70 - 79,Male,White,0,Married,Pretty happy,5
Ages 21 - 29,Male,Other,0,Never married,Very happy,NA
Ages 21 - 29,Female,Other,0,Never married,Pretty happy,NA
Ages 50 - 59,Female,White,0,Married,Very happy,NA
Ages 21 - 29,Female,White,0,Never married,Pretty happy,12
Ages 21 - 29,Male,White,0,Never married,Pretty happy,2
Ages 50 - 59,Female,White,2,Married,Pretty happy,30
Ages 70 - 79,Male,White,2,Married,Very happy,0
Ages 40 - 49,Male,White,0,Never married,Pretty happy,NA
Ages 70 - 79,Male,White,3,Married,Pretty happy,NA
Ages 21 - 29,Male,White,0,Never married,Pretty happy,6
Ages 18 - 20,Male,White,0,Never married,Pretty happy,12
Ages 70 - 79,Male,White,3,Divorced,Pretty happy,20
Ages 50 - 59,Male,White,0,Never married,Pretty happy,8
Ages 80 - 88,Male,White,0,Divorced,Not too happy,NA
Ages 50 - 59,Female,White,2,Married,Very happy,5
Ages 60 - 69,Female,White,0,Married,Pretty happy,NA
Ages 60 - 69,Female,White,2,Divorced,Pretty happy,20
Ages 60 - 69,Female,White,1,Married,Very happy,1
Ages 50 - 59,Female,White,0,Separated,Very happy,NA
Ages 30 - 39,Female,White,2,Married,Very happy,2
Ages 18 - 20,Female,White,0,Never married,Pretty happy,NA
Ages 21 - 29,Male,White,1,Never married,Not too happy,20
Ages 60 - 69,Male,White,0,Never married,Pretty happy,NA
Ages 40 - 49,Female,White,0,Never married,Very happy,20
Ages 21 - 29,Female,White,0,Married,Very happy,NA
Ages 60 - 69,Male,White,1,Divorced,Pretty happy,0
Ages 60 - 69,Female,White,2,Divorced,Very happy,NA
Ages 60 - 69,Female,Other,4,Widowed,Very happy,NA
Ages 21 - 29,Male,White,0,Never married,Pretty happy,10
Ages 21 - 29,Male,White,0,Never married,Pretty happy,NA
Ages 21 - 29,Male,White,0,Never married,Pretty happy,21
Ages 50 - 59,Male,Black,4,Divorced,Pretty happy,NA
Ages 30 - 39,Male,White,0,Never married,Pretty happy,12
Ages 30 - 39,Female,White,2,Married,Pretty happy,35
Ages 60 - 69,Male,White,0,Married,Pretty happy,15
Ages 40 - 49,Male,White,0,Divorced,Pretty happy,5
Ages 40 - 49,Female,White,4,Married,Pretty happy,NA
Ages 70 - 79,Male,White,1,Married,Very happy,1
Ages 80 - 88,Female,White,5,Widowed,Pretty happy,14
Ages 70 - 79,Male,Other,4,Widowed,Pretty happy,NA
Ages 50 - 59,Male,White,0,Married,Pretty happy,NA
Ages 60 - 69,Male,White,2,Divorced,Not too happy,NA
Ages 50 - 59,Female,White,0,Married,Very happy,NA
Ages 50 - 59,Female,White,2,Widowed,Not too happy,28
Ages 70 - 79,Male,White,4,Married,Pretty happy,NA
Ages 30 - 39,Female,White,0,Married,Pretty happy,1
Ages 70 - 79,Male,White,0,Divorced,Very happy,NA
Ages 60 - 69,Male,White,1,Married,Pretty happy,NA
Ages 80 - 88,Male,White,8+,Widowed,Very happy,NA
Ages 70 - 79,Female,White,2,Widowed,Pretty happy,NA
Ages 50 - 59,Female,White,2,Widowed,Not too happy,NA
Ages 50 - 59,Male,White,0,Divorced,Pretty happy,NA
Ages 30 - 39,Female,White,8+,Married,Pretty happy,0
Ages 40 - 49,Female,White,3,Married,Very happy,NA
Ages 40 - 49,Female,Other,2,Married,Very happy,8
Ages 40 - 49,Male,White,4,Married,Pretty happy,14
Ages 40 - 49,Female,White,2,Married,Pretty happy,2
Ages 40 - 49,Female,White,2,Married,Not too happy,0
Ages 50 - 59,Female,Black,0,Divorced,Pretty happy,NA
Ages 70 - 79,Male,Other,6,Widowed,Pretty happy,35
Ages 60 - 69,Female,White,3,Divorced,Pretty happy,0
Ages 21 - 29,Female,White,0,Married,Pretty happy,7
Ages 50 - 59,Female,White,1,Married,Pretty happy,NA
Ages 30 - 39,Male,White,3,Married,Very happy,120
Ages 50 - 59,Male,White,0,Married,Very happy,NA
Ages 21 - 29,Female,White,3,Separated,Not too happy,NA
Ages 50 - 59,Female,White,5,Married,Not too happy,NA
Ages 50 - 59,Female,White,2,Married,Pretty happy,NA
Ages 40 - 49,Female,White,0,Married,Very happy,20
Ages 21 - 29,Female,White,2,Never married,Pretty happy,30
Ages 30 - 39,Male,White,3,Divorced,Pretty happy,NA
Ages 21 - 29,Male,White,0,Married,Pretty happy,1
Ages 21 - 29,Female,White,2,Never married,Not too happy,0
Ages 40 - 49,Male,White,2,Divorced,Not too happy,NA
Ages 30 - 39,Male,White,0,Separated,Pretty happy,10
Ages 30 - 39,Female,White,2,Separated,Not too happy,NA
Ages 30 - 39,Female,White,3,Married,Pretty happy,20
Ages 21 - 29,Female,White,1,Married,Pretty happy,NA
Ages 21 - 29,Female,White,3,Married,Very happy,10
Ages 60 - 69,Male,White,2,Married,Pretty happy,24
Ages 30 - 39,Female,White,2,Married,Very happy,NA
Ages 50 - 59,Female,White,4,Married,Pretty happy,5
Ages 21 - 29,Female,White,1,Married,Pretty happy,15
Ages 30 - 39,Male,Black,2,Married,Pretty happy,30
Ages 21 - 29,Male,White,4,Married,Pretty happy,NA
Ages 60 - 69,Female,White,3,Married,Pretty happy,20
Ages 21 - 29,Female,White,0,Never married,Pretty happy,42
Ages 30 - 39,Female,White,3,Married,Pretty happy,4
Ages 50 - 59,Male,White,1,Separated,Very happy,3
Ages 70 - 79,Male,Other,6,Married,Very happy,0
Ages 40 - 49,Female,White,3,Divorced,Very happy,NA
Ages 50 - 59,Female,White,2,Divorced,Very happy,15
Ages 50 - 59,Female,White,2,Married,Pretty happy,10
Ages 50 - 59,Male,White,1,Married,Pretty happy,NA
Ages 60 - 69,Female,White,2,Married,Very happy,6
Ages 60 - 69,Female,White,2,Married,Pretty happy,NA
Ages 21 - 29,Female,White,2,Married,Very happy,NA
Ages 80 - 88,Male,White,2,Married,Pretty happy,1
Ages 30 - 39,Male,White,1,Married,Pretty happy,NA
Ages 30 - 39,Female,Other,2,Married,Pretty happy,2
Ages 89+,Female,White,2,Widowed,Very happy,7
Ages 50 - 59,Male,White,4,Married,Pretty happy,6
Ages 21 - 29,Male,White,0,Never married,Pretty happy,56
Ages 40 - 49,Male,White,2,Married,Pretty happy,3
Ages 50 - 59,Female,White,3,Divorced,Pretty happy,2
Ages 21 - 29,Male,Other,0,Married,Very happy,NA
Ages 80 - 88,Female,White,4,Widowed,Pretty happy,NA
Ages 50 - 59,Male,White,0,Divorced,Not too happy,2
Ages 50 - 59,Male,White,0,Never married,Pretty happy,3
Ages 70 - 79,Female,White,5,Married,Pretty happy,NA
Ages 50 - 59,Female,White,2,Married,Very happy,NA
NA,Female,White,1,Married,Pretty happy,NA
Ages 40 - 49,Male,White,4,Married,Very happy,0
Ages 18 - 20,Female,White,0,Never married,Pretty happy,40
Ages 50 - 59,Male,White,1,Married,Very happy,NA
Ages 21 - 29,Male,Black,0,Never married,Very happy,10
Ages 40 - 49,Male,Other,5,Married,Pretty happy,NA
Ages 50 - 59,Female,White,3,Married,Pretty happy,30
Ages 50 - 59,Male,White,3,Married,Very happy,10
Ages 50 - 59,Male,White,1,Married,Very happy,10
Ages 40 - 49,Male,White,1,Married,Very happy,NA
Ages 70 - 79,Female,White,1,Married,Pretty happy,NA
Ages 40 - 49,Male,White,3,Married,Very happy,NA
Ages 30 - 39,Female,White,4,Divorced,Pretty happy,2
Ages 50 - 59,Male,White,0,Never married,Pretty happy,5
Ages 21 - 29,Female,White,0,Never married,Very happy,20
Ages 21 - 29,Male,Other,0,Never married,Pretty happy,NA
Ages 40 - 49,Female,Black,3,Married,Pretty happy,NA
Ages 50 - 59,Male,White,3,Divorced,Not too happy,6
Ages 30 - 39,Female,White,1,Never married,Pretty happy,15
Ages 30 - 39,Female,White,3,Separated,Pretty happy,5
Ages 70 - 79,Female,White,7,Married,Pretty happy,NA
Ages 30 - 39,Female,White,3,Divorced,Pretty happy,5
Ages 50 - 59,Male,White,0,Never married,Very happy,2
Ages 60 - 69,Male,Black,4,Married,Pretty happy,25
Ages 40 - 49,Female,Other,2,Married,Pretty happy,NA
Ages 30 - 39,Female,White,2,Divorced,Pretty happy,10
Ages 89+,Male,White,3,Widowed,Very happy,NA
Ages 50 - 59,Female,Other,5,Divorced,Very happy,1
Ages 60 - 69,Female,Black,5,Widowed,Very happy,6
Ages 30 - 39,Female,White,3,Married,Pretty happy,1
Ages 50 - 59,Male,Black,5,Divorced,Very happy,NA
Ages 21 - 29,Female,White,1,Never married,Not too happy,25
Ages 50 - 59,Male,White,3,Divorced,Not too happy,1
Ages 21 - 29,Female,Black,6,Never married,Pretty happy,4
Ages 30 - 39,Female,White,2,Never married,Pretty happy,NA
Ages 30 - 39,Female,Black,3,Divorced,Pretty happy,4
Ages 30 - 39,Female,Black,3,Never married,Pretty happy,7
Ages 30 - 39,Male,Black,4,Married,Not too happy,NA
Ages 40 - 49,Male,White,0,Never married,Pretty happy,3
Ages 50 - 59,Male,White,2,Divorced,Very happy,NA
Ages 50 - 59,Female,Black,5,Married,Pretty happy,0
Ages 50 - 59,Male,White,1,Divorced,Pretty happy,NA
Ages 21 - 29,Female,White,1,Married,Pretty happy,NA
Ages 80 - 88,Female,White,5,Married,Very happy,8
Ages 30 - 39,Male,White,3,Divorced,Pretty happy,3
Ages 50 - 59,Female,White,0,Never married,Very happy,20
Ages 30 - 39,Female,White,2,Married,Pretty happy,NA
Ages 60 - 69,Female,Other,3,Married,Pretty happy,1
Ages 21 - 29,Male,White,3,Never married,Not too happy,60
Ages 50 - 59,Female,White,3,Divorced,Pretty happy,NA
Ages 60 - 69,Female,White,2,Separated,Not too happy,9
Ages 60 - 69,Male,White,0,Never married,Very happy,NA
Ages 50 - 59,Male,White,0,Divorced,Very happy,4
Ages 40 - 49,Female,White,2,Separated,Very happy,NA
Ages 50 - 59,Male,White,2,Divorced,Pretty happy,21
Ages 40 - 49,Female,White,4,Married,Very happy,10
Ages 80 - 88,Male,White,2,Married,Pretty happy,2
Ages 70 - 79,Male,White,2,Married,Very happy,NA
Ages 70 - 79,Female,Other,2,Married,Pretty happy,NA
Ages 21 - 29,Male,Black,0,Never married,Pretty happy,15
Ages 60 - 69,Male,White,3,Married,Pretty happy,NA
Ages 21 - 29,Male,White,0,Never married,Pretty happy,NA
Ages 60 - 69,Male,White,2,Divorced,Not too happy,NA
Ages 60 - 69,Female,White,1,Widowed,Pretty happy,NA
Ages 50 - 59,Female,White,2,Widowed,Not too happy,25
Ages 21 - 29,Female,White,2,Divorced,Pretty happy,8
Ages 50 - 59,Female,White,2,Divorced,Not too happy,NA
Ages 60 - 69,Female,White,1,Married,Very happy,35
Ages 21 - 29,Male,White,0,Never married,Pretty happy,NA
Ages 30 - 39,Male,White,1,Married,Pretty happy,30
Ages 21 - 29,Male,White,2,Married,Pretty happy,1
Ages 30 - 39,Female,White,0,Never married,Very happy,12
Ages 50 - 59,Female,White,2,Married,Pretty happy,2
Ages 30 - 39,Male,White,0,Never married,Pretty happy,7
Ages 70 - 79,Female,White,1,Married,Very happy,NA
Ages 40 - 49,Female,White,4,Divorced,Pretty happy,3
Ages 50 - 59,Female,Other,1,Divorced,Pretty happy,NA
Ages 30 - 39,Male,Other,0,Never married,Pretty happy,3
Ages 60 - 69,Male,Black,1,Married,Very happy,3
Ages 21 - 29,Male,White,0,Married,Pretty happy,NA
Ages 50 - 59,Female,White,2,Divorced,Pretty happy,25
Ages 21 - 29,Male,Other,0,Never married,Pretty happy,NA
Ages 21 - 29,Female,White,0,Married,Very happy,10
Ages 40 - 49,Male,White,3,Divorced,Pretty happy,1
Ages 30 - 39,Female,White,2,Married,Pretty happy,NA
Ages 30 - 39,Male,White,2,Married,Very happy,10
Ages 70 - 79,Female,White,3,Widowed,Pretty happy,21
Ages 21 - 29,Female,White,0,Divorced,Not too happy,2
Ages 21 - 29,Female,Black,0,Never married,Pretty happy,6
Ages 50 - 59,Female,White,3,Never married,Not too happy,NA
Ages 50 - 59,Female,White,2,Married,Pretty happy,7
Ages 40 - 49,Female,White,3,Divorced,Not too happy,NA
Ages 50 - 59,Female,White,1,Widowed,Pretty happy,0
Ages 30 - 39,Female,White,4,Married,Very happy,14
Ages 60 - 69,Male,White,2,Married,Pretty happy,10
Ages 70 - 79,Male,White,2,Married,Very happy,NA
Ages 21 - 29,Female,White,0,Never married,Not too happy,20
Ages 30 - 39,Female,White,4,Divorced,Pretty happy,1
Ages 80 - 88,Female,White,3,Married,Very happy,NA
Ages 50 - 59,Male,White,3,Married,Pretty happy,1
Ages 60 - 69,Female,White,3,Married,Pretty happy,1
Ages 50 - 59,Male,White,3,Married,Pretty happy,NA
Ages 60 - 69,Male,Other,2,Married,Very happy,0
Ages 80 - 88,Female,White,3,Widowed,Not too happy,NA
Ages 80 - 88,Female,White,1,Divorced,Very happy,NA
Ages 40 - 49,Female,White,2,Married,Pretty happy,20
Ages 70 - 79,Male,White,7,Married,Pretty happy,NA
Ages 40 - 49,Female,Other,3,Divorced,Pretty happy,NA
Ages 70 - 79,Male,White,4,Married,Very happy,0
Ages 60 - 69,Female,White,0,Divorced,Pretty happy,NA
Ages 70 - 79,Female,White,3,Widowed,Pretty happy,NA
Ages 50 - 59,Female,Other,8+,Divorced,Not too happy,NA
Ages 21 - 29,Female,White,0,Married,Very happy,6
Ages 40 - 49,Female,Other,6,Divorced,Very happy,NA
Ages 50 - 59,Female,Other,5,Married,Pretty happy,10
Ages 40 - 49,Male,White,2,Married,Very happy,NA
Ages 21 - 29,Female,White,0,Never married,Pretty happy,5
Ages 40 - 49,Male,White,2,Married,Very happy,NA
Ages 21 - 29,Female,Other,4,Never married,Not too happy,35
Ages 70 - 79,Female,Other,7,Divorced,Pretty happy,NA
Ages 40 - 49,Female,Other,2,Married,Pretty happy,NA
Ages 50 - 59,Female,Other,6,Divorced,Not too happy,NA
Ages 21 - 29,Male,White,2,Divorced,Pretty happy,NA
Ages 50 - 59,Female,White,3,Divorced,Pretty happy,0
Ages 21 - 29,Male,White,0,Never married,Very happy,14
Ages 80 - 88,Female,White,3,Widowed,Pretty happy,NA
Ages 50 - 59,Female,White,0,Married,Very happy,0
Ages 21 - 29,Male,White,0,Married,Very happy,5
Ages 60 - 69,Male,White,6,Widowed,Not too happy,NA
Ages 21 - 29,Female,White,0,Never married,Very happy,1
Ages 30 - 39,Female,White,3,Married,Very happy,7
Ages 50 - 59,Female,White,2,Married,Pretty happy,28
Ages 30 - 39,Male,White,3,Divorced,Pretty happy,15
Ages 40 - 49,Female,White,3,Married,Pretty happy,7
Ages 50 - 59,Male,White,2,Widowed,Pretty happy,NA
Ages 70 - 79,Male,White,3,Married,Pretty happy,NA
Ages 50 - 59,Female,White,0,Married,Pretty happy,NA
Ages 50 - 59,Male,Other,2,Married,Pretty happy,2
Ages 50 - 59,Male,White,2,Married,Pretty happy,15
Ages 50 - 59,Female,White,2,Widowed,Pretty happy,NA
Ages 60 - 69,Male,White,2,Married,Pretty happy,10
Ages 30 - 39,Male,White,3,Married,Pretty happy,10
Ages 70 - 79,Male,White,2,Married,Pretty happy,NA
Ages 50 - 59,Female,White,4,Married,Pretty happy,15
Ages 70 - 79,Female,White,2,Separated,Pretty happy,0
Ages 40 - 49,Male,White,1,Never married,Pretty happy,NA
Ages 50 - 59,Female,White,1,Married,Very happy,40
Ages 21 - 29,Male,White,0,Never married,Very happy,NA
Ages 80 - 88,Female,White,2,Widowed,Pretty happy,NA
Ages 60 - 69,Female,White,2,Divorced,Not too happy,NA
Ages 40 - 49,Male,White,4,Divorced,Pretty happy,3
Ages 30 - 39,Female,White,3,Married,Pretty happy,35
Ages 30 - 39,Female,Other,4,Married,Pretty happy,20
Ages 21 - 29,Female,White,1,Never married,Not too happy,3
Ages 40 - 49,Male,White,2,Married,Pretty happy,NA
Ages 30 - 39,Female,Other,4,Divorced,Pretty happy,20
Ages 60 - 69,Female,White,0,Divorced,Pretty happy,NA
Ages 50 - 59,Female,White,3,Divorced,Pretty happy,NA
Ages 70 - 79,Female,White,3,Widowed,Not too happy,4
Ages 30 - 39,Male,Black,1,Married,Pretty happy,1
Ages 30 - 39,Male,White,0,Married,Very happy,NA
Ages 21 - 29,Female,White,0,Never married,Pretty happy,30
Ages 30 - 39,Female,White,2,Married,Pretty happy,7
Ages 30 - 39,Female,White,0,Married,Very happy,NA
Ages 60 - 69,Male,White,2,Married,Very happy,0
Ages 30 - 39,Female,White,2,Married,Not too happy,15
Ages 40 - 49,Female,White,1,Married,Pretty happy,NA
Ages 30 - 39,Male,White,2,Never married,Pretty happy,NA
Ages 70 - 79,Female,White,5,Married,Pretty happy,0
Ages 50 - 59,Female,White,1,Widowed,Pretty happy,50
Ages 80 - 88,Male,White,4,Married,Not too happy,NA
Ages 70 - 79,Male,White,3,Widowed,Not too happy,NA
Ages 60 - 69,Male,White,4,Married,Very happy,NA
Ages 21 - 29,Male,White,0,Never married,Pretty happy,5
Ages 60 - 69,Female,White,3,Widowed,Not too happy,NA
Ages 30 - 39,Female,White,4,Married,Pretty happy,NA
Ages 50 - 59,Male,White,0,Never married,Pretty happy,7
Ages 60 - 69,Female,White,1,Widowed,Not too happy,0
Ages 40 - 49,Female,White,0,Never married,Pretty happy,1
Ages 40 - 49,Male,White,1,Married,Very happy,NA
Ages 50 - 59,Female,White,2,Married,Pretty happy,43
Ages 30 - 39,Female,White,0,Never married,Pretty happy,40
Ages 50 - 59,Male,White,0,Divorced,Not too happy,NA
Ages 60 - 69,Male,White,3,Divorced,Pretty happy,NA
Ages 30 - 39,Male,White,1,Married,Pretty happy,3
Ages 40 - 49,Female,White,1,Divorced,Very happy,5
Ages 50 - 59,Female,White,2,Married,Pretty happy,14
Ages 50 - 59,Female,White,2,Married,Very happy,NA
Ages 70 - 79,Female,White,0,Widowed,Not too happy,NA
Ages 70 - 79,Female,White,2,Married,Pretty happy,14
Ages 60 - 69,Female,White,2,Married,Very happy,NA
Ages 21 - 29,Male,White,2,Never married,Pretty happy,NA
Ages 50 - 59,Male,White,3,Married,Very happy,5
Ages 60 - 69,Female,White,2,Married,Pretty happy,4
Ages 70 - 79,Male,White,2,Divorced,Not too happy,NA
Ages 60 - 69,Female,White,3,Married,Very happy,NA
Ages 40 - 49,Female,White,1,Divorced,Very happy,4
Ages 60 - 69,Male,White,2,Divorced,Very happy,NA
Ages 50 - 59,Male,White,1,Widowed,Very happy,NA
Ages 30 - 39,Female,White,2,Married,Pretty happy,10
Ages 30 - 39,Female,White,2,Separated,Pretty happy,5
Ages 60 - 69,Male,White,3,Married,Very happy,1
Ages 21 - 29,Male,White,2,Never married,Very happy,0
Ages 60 - 69,Female,White,0,Never married,Pretty happy,NA
Ages 30 - 39,Female,White,0,Never married,Not too happy,NA
Ages 40 - 49,Female,White,8+,Married,Not too happy,NA
Ages 80 - 88,Female,Black,2,Widowed,Pretty happy,NA
Ages 40 - 49,Male,White,0,Married,Very happy,NA
Ages 50 - 59,Male,White,5,Widowed,Not too happy,25
Ages 30 - 39,Male,White,4,Married,Not too happy,3
Ages 21 - 29,Female,White,1,Never married,Very happy,15
Ages 60 - 69,Male,White,3,Married,Very happy,1
Ages 40 - 49,Female,White,5,Married,Pretty happy,1
Ages 40 - 49,Female,White,1,Divorced,Pretty happy,NA
Ages 30 - 39,Male,White,0,Married,Pretty happy,NA
Ages 21 - 29,Female,Black,3,Never married,Pretty happy,24
Ages 30 - 39,Female,White,4,Married,Pretty happy,5
Ages 21 - 29,Female,Other,0,Divorced,Very happy,8
Ages 18 - 20,Male,White,0,Never married,Very happy,NA
Ages 40 - 49,Female,Black,4,Never married,Very happy,NA
Ages 50 - 59,Female,White,3,Married,Very happy,NA
Ages 50 - 59,Male,White,1,Married,Very happy,5
Ages 50 - 59,Female,Black,3,Never married,Very happy,1
Ages 60 - 69,Female,Black,3,Married,Pretty happy,NA
Ages 30 - 39,Female,White,2,Separated,Pretty happy,NA
Ages 60 - 69,Male,Black,3,Never married,Pretty happy,NA
Ages 40 - 49,Male,Black,2,Married,Very happy,3
Ages 30 - 39,Male,White,2,Married,Pretty happy,35
Ages 60 - 69,Female,White,2,Married,Very happy,NA
Ages 30 - 39,Female,Black,0,Never married,Pretty happy,12
Ages 50 - 59,Female,Black,4,Divorced,Very happy,3
Ages 30 - 39,Female,White,5,Married,Not too happy,NA
Ages 40 - 49,Female,Black,5,Never married,Not too happy,NA
Ages 50 - 59,Female,Black,6,Widowed,Very happy,NA
Ages 50 - 59,Female,Black,3,Separated,Not too happy,NA
Ages 21 - 29,Male,Black,0,Never married,Not too happy,NA
Ages 21 - 29,Female,Black,2,Married,Not too happy,10
Ages 70 - 79,Female,White,3,Widowed,Pretty happy,NA
Ages 30 - 39,Female,White,3,Married,Pretty happy,0
Ages 70 - 79,Male,White,6,Married,Very happy,NA
Ages 30 - 39,Female,White,4,Married,Pretty happy,2
Ages 70 - 79,Male,White,2,Married,Very happy,7
Ages 21 - 29,Female,White,1,Divorced,Pretty happy,NA
Ages 60 - 69,Male,Black,0,Separated,Not too happy,NA
Ages 60 - 69,Male,White,2,Married,Very happy,2
Ages 50 - 59,Female,White,0,Married,Pretty happy,NA
Ages 21 - 29,Male,Other,0,Never married,Very happy,0
Ages 70 - 79,Female,White,3,Married,Pretty happy,1
Ages 30 - 39,Female,Black,2,Never married,Not too happy,NA
Ages 80 - 88,Female,White,5,Widowed,Not too happy,NA
Ages 50 - 59,Female,Black,3,Divorced,Not too happy,NA
Ages 30 - 39,Female,Black,0,Never married,Pretty happy,3
Ages 60 - 69,Female,Black,3,Divorced,Not too happy,NA
Ages 50 - 59,Male,White,4,Divorced,Not too happy,NA
Ages 50 - 59,Female,Black,1,Never married,Pretty happy,NA
Ages 40 - 49,Male,Black,1,Never married,Pretty happy,NA
Ages 50 - 59,Female,Black,5,Never married,Not too happy,NA
Ages 60 - 69,Female,Black,2,Separated,Very happy,NA
